식품명,식품대분류명,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),포화지방산(g),채소_보너스,Nutri_Score,최종점수
스프,죽 및 스프류,45.5,0.94,1.54,7.28,2.58,0.45,240.0,0.64,0,C,1.0
시금치 겉절이,생채·무침류,54.0,3.0,2.51,6.28,1.47,2.8,357.0,0.39,5,A,-7.0
시금치 된장국,국 및 탕류,14.25,1.12,0.31,2.1,0.63,0.95,231.0,0.06,0,C,0.0
시금치나물,나물·숙채류,27.0,1.6,1.28,3.2,0.89,1.7,221.0,0.19,5,A,-6.0
시래기 된장국,국 및 탕류,14.5,0.95,0.42,2.04,0.37,1.23,223.0,0.06,0,C,0.0
시래기나물,나물·숙채류,53.2,1.83,1.76,8.97,2.63,3.44,868.6,0.27,5,C,-1.0
시래기나물무침,나물·숙채류,114.0,4.32,7.28,7.74,0.54,6.7,514.0,0.9,5,A,-8.0
시루떡,빵 및 과자류,229.0,5.66,1.66,47.92,2.44,4.43,245.67,0.29,0,A,-6.0
시리얼,빵 및 과자류,85.0,2.9,2.24,13.15,7.0,0.3,73.0,1.39,0,C,-1.0
식빵,빵 및 과자류,313.72,7.78,10.99,46.53,9.25,4.25,397.32,5.1,0,C,0.0
식빵튀김,튀김류,277.67,6.37,10.49,39.23,7.17,2.57,362.67,3.05,0,C,0.0
식혜,음료 및 차류,48.0,0.16,0.05,11.69,11.17,0.3,2.0,0.03,0,C,1.0
쌀국수,면 및 만두류,62.0,2.3,0.8,11.45,0.48,0.58,406.4,0.19,0,C,2.0
쌀밥,밥류,135.33,2.59,0.33,29.63,0.11,0.43,0.67,0.1,0,C,-1.0
쌀죽(흰죽),죽 및 스프류,53.0,1.02,0.15,11.45,0.31,0.0,0.0,0.05,0,C,0.0
쌈장,"장류, 양념류",142.0,6.5,4.55,20.14,8.55,5.2,2335.0,0.75,0,C,1.0
쌍화차,음료 및 차류,45.5,0.03,0.01,11.42,8.52,0.3,1.5,0.0,0,C,0.0
쑥 된장국,국 및 탕류,21.33,1.8,0.64,2.42,0.48,1.37,217.67,0.1,0,C,-1.0
쑥갓나물,나물·숙채류,29.5,2.35,1.32,2.22,0.1,1.9,275.0,0.2,5,A,-6.0
쑥갓나물무침,생채·무침류,64.0,3.0,3.8,4.4,0.2,3.9,473.0,0.47,5,A,-6.0
쑥갓무침,생채·무침류,40.0,2.5,1.96,4.01,0.24,2.8,237.0,0.31,5,A,-8.0
쑥갓오이무침,생채·무침류,37.0,1.9,1.06,5.58,0.38,1.9,156.5,0.17,5,A,-8.0
쑥떡,빵 및 과자류,249.0,3.36,0.4,57.89,10.72,2.4,254.0,0.2,0,B,-2.0
쑥전(부침개),구이류,127.0,4.8,6.29,13.44,0.02,4.6,538.0,1.12,0,B,-3.0
쑥튀김,튀김류,234.0,6.6,13.71,19.95,0.09,2.3,552.0,2.5,0,C,0.0
씀바귀나물,나물·숙채류,38.0,1.5,1.11,6.54,1.87,1.9,296.0,0.16,5,A,-5.0
씀바귀나물무침,나물·숙채류,97.0,3.87,1.73,16.57,1.28,5.2,204.0,0.36,5,A,-11.0
아구탕,국 및 탕류,41.0,6.3,0.82,2.13,0.3,1.1,311.0,0.13,0,B,-2.0
아귀 매운탕,찌개 및 전골류,33.0,4.3,0.57,3.12,0.87,1.03,190.67,0.09,0,B,-2.0
아귀지리,찌개 및 전골류,21.0,3.97,0.13,0.89,0.2,0.3,87.0,0.02,0,B,-2.0
아귀찜,찜류,53.5,5.39,1.02,3.28,0.65,0.95,214.0,0.16,0,B,-3.0
아욱 된장국,국 및 탕류,16.2,1.3,0.32,2.51,0.37,1.24,228.0,0.06,0,C,0.0
아이스 카페라떼,음료 및 차류,44.0,1.4,1.5,6.35,4.37,0.0,16.67,0.97,0,C,0.0
아이스 카페모카,음료 및 차류,81.0,1.7,3.07,11.95,8.17,0.3,26.5,2.04,0,C,0.0
아이스크림,유제품류 및 빙과류,226.0,3.48,10.72,28.7,20.87,0.9,75.0,6.09,0,D,5.0
아이스티,음료 및 차류,38.0,0.01,0.1,8.56,7.37,0.3,2.0,0.03,0,C,0.0
알밥,밥류,86.0,2.4,1.45,15.71,0.74,0.9,169.0,0.29,0,B,-2.0
알탕,찌개 및 전골류,39.0,6.37,0.74,2.29,0.55,0.8,156.0,0.15,0,B,-3.0
앙금빵,빵 및 과자류,298.0,6.67,1.5,63.33,35.0,4.1,75.0,10.53,0,D,7.0
애호박 감자된장국,국 및 탕류,23.33,1.9,0.32,3.3,0.68,1.0,192.33,0.07,0,C,-1.0
애호박 된장국,국 및 탕류,23.0,2.0,0.48,3.18,0.97,1.5,283.0,0.09,0,C,0.0
애호박 볶음,볶음류,61.5,1.21,4.28,4.78,1.1,2.1,325.5,0.6,1,C,-1.0
애호박나물,나물·숙채류,37.0,1.3,1.44,5.51,2.64,2.2,162.0,0.21,5,A,-7.0
애호박부침개,전·적 및 부침류,150.0,5.5,5.92,17.83,1.27,1.65,239.5,1.1,0,B,-3.0
애호박전,전·적 및 부침류,112.2,3.17,7.1,8.65,1.6,1.54,172.6,1.21,0,B,-2.0
애호박죽,죽 및 스프류,77.0,1.4,0.96,15.0,0.43,0.6,57.0,0.16,0,C,0.0
애호박찌개,찌개 및 전골류,33.0,3.0,0.78,3.77,0.99,1.45,219.0,0.16,0,C,-1.0
애호박찜,찜류,38.5,1.85,1.56,4.74,1.98,1.85,574.0,0.25,0,C,2.0
액상커피,음료 및 차류,17.0,0.2,0.01,3.98,1.68,0.0,0.0,0.0,0,C,0.0
약과,빵 및 과자류,399.0,4.2,4.75,84.89,16.89,5.3,57.0,1.22,0,B,-2.0
약식,빵 및 과자류,220.0,4.32,2.38,45.34,11.72,2.05,227.0,0.32,0,B,-2.0
양념 도토리묵,생채·무침류,55.0,1.1,1.27,9.91,0.15,1.6,363.0,0.2,5,B,-3.0
양념 돼지고기튀김,튀김류,189.0,12.9,8.58,13.89,2.19,0.6,347.0,1.81,0,B,-3.0
양념 바지락젓,젓갈류,50.0,5.8,1.97,2.07,0.81,0.6,1.0,0.26,0,B,-3.0
양념 새우젓,젓갈류,67.0,7.3,1.5,6.78,1.5,2.2,5863.0,0.34,0,D,4.0
양념 오징어젓,젓갈류,66.0,7.9,1.33,5.27,1.43,1.0,1858.0,0.25,0,D,5.0
양념두부,볶음류,68.0,6.2,3.39,2.99,0.09,2.0,105.0,0.51,1,A,-6.0
양념채김치,김치류,53.0,3.3,1.55,7.5,3.61,2.8,1065.0,0.27,5,C,0.0
양념초장,"장류, 양념류",134.0,10.4,1.03,21.8,1.39,3.8,4784.0,0.17,0,C,1.0
양미리조림,조림류,143.0,18.1,4.45,5.61,1.53,0.7,286.0,1.03,0,B,-3.0
양배추 겉절이,생채·무침류,42.5,1.85,1.31,7.18,3.55,2.65,411.0,0.2,5,A,-5.0
양배추 된장국,국 및 탕류,34.0,2.9,0.89,3.93,1.61,1.6,313.0,0.16,0,C,0.0
양배추 사과 샐러드,생채·무침류,137.67,0.9,10.72,10.61,7.62,2.0,73.33,1.53,5,A,-7.0
양배추 샐러드,생채·무침류,99.0,0.9,8.95,4.32,2.2,1.3,145.0,1.3,5,A,-6.0
양배추 초나물,나물·숙채류,65.5,2.0,2.75,9.44,5.6,2.4,175.0,0.43,5,A,-8.0
양배추김치,김치류,39.0,2.2,0.39,8.29,4.0,3.4,2099.0,0.09,5,C,1.0
양배추나물,나물·숙채류,71.0,2.2,3.76,8.69,4.42,3.1,799.0,0.58,5,B,-2.0
양배추부추무침,생채·무침류,37.5,2.05,0.57,7.38,3.75,3.38,360.5,0.1,5,A,-6.0
양배추오이  샐러드,생채·무침류,188.0,1.8,17.09,8.2,4.28,2.3,120.0,2.47,5,A,-7.0
양상추 샐러드,생채·무침류,78.5,1.4,6.22,4.78,3.12,1.05,111.5,0.98,5,A,-6.0
양송이 덮밥,밥류,93.0,1.9,0.65,19.64,1.27,0.7,46.0,0.12,0,C,-1.0
양송이버섯볶음,볶음류,93.5,4.35,6.94,4.51,2.25,1.15,255.25,2.12,1,B,-2.0
양장피,생채·무침류,81.0,10.7,1.8,5.33,3.15,1.8,362.0,0.46,5,A,-9.0
양태구이,구이류,107.0,14.0,5.11,0.1,0.03,0.0,672.0,0.76,0,C,1.0
양파 소고기전,전·적 및 부침류,155.0,5.0,10.63,8.88,3.51,1.2,435.0,2.11,0,C,0.0
양파링튀김,튀김류,411.0,3.86,25.23,43.58,5.43,2.7,776.0,4.19,0,E,9.0
양파볶음,볶음류,63.67,0.93,3.97,6.31,5.63,1.47,306.67,0.55,1,C,0.0
양파장아찌,장아찌·절임류,63.0,0.6,0.03,16.05,15.42,1.0,6050.0,0.01,0,E,11.0
어묵 감자볶음,볶음류,208.33,8.2,9.09,23.6,4.36,1.3,558.0,1.45,1,B,-2.0
어묵 매운탕,찌개 및 전골류,38.75,2.7,0.84,5.5,1.4,0.7,230.25,0.16,0,C,0.0
어묵 오이무침,생채·무침류,127.0,7.7,3.07,18.17,5.5,1.3,531.67,0.56,5,A,-6.0
어묵 우동,면 및 만두류,61.25,1.85,0.82,11.18,0.2,0.65,205.0,0.18,0,C,0.0
어묵국,국 및 탕류,36.5,2.7,0.86,4.7,0.92,0.48,343.5,0.16,0,C,1.0
어묵국(어묵탕),국 및 탕류,30.0,1.69,0.69,3.83,0.69,0.4,226.0,0.11,0,C,0.0
어묵국물,국 및 탕류,7.0,0.5,0.13,1.05,0.14,0.2,234.0,0.03,0,C,1.0
어묵볶음,볶음류,89.0,4.3,3.57,10.05,2.58,0.7,360.0,0.58,1,C,0.0
어묵잡채,볶음류,127.0,6.6,6.54,10.01,2.23,0.6,426.5,1.72,1,B,-2.0
어묵전,전·적 및 부침류,274.0,12.6,11.41,28.78,2.32,0.75,913.0,2.17,0,D,5.0
어묵조림,조림류,170.57,8.63,5.88,20.9,5.11,1.13,817.43,0.98,0,C,2.0
어묵탕,국 및 탕류,30.38,2.09,0.74,4.03,0.79,0.35,239.62,0.14,0,C,0.0
어묵튀김,튀김류,179.25,8.45,8.94,15.65,1.91,0.3,811.25,1.64,0,C,3.0
어육소시지전,전·적 및 부침류,177.0,8.23,10.14,12.73,2.04,0.1,441.0,2.82,0,C,-1.0
어죽,죽 및 스프류,69.0,2.55,0.94,12.6,1.23,1.1,263.0,0.21,0,C,-1.0
어탕,국 및 탕류,57.0,8.47,2.06,1.21,0.24,0.7,323.0,0.29,0,B,-3.0
얼갈이 겉절이,생채·무침류,23.75,1.18,0.57,4.13,1.74,1.98,241.5,0.1,5,A,-6.0
얼갈이 나물,나물·숙채류,48.0,1.9,3.05,3.98,0.68,2.7,1483.0,0.47,5,C,1.0
얼갈이 된장국,국 및 탕류,12.0,0.9,0.36,1.63,0.41,0.95,199.5,0.05,0,C,0.0
얼갈이배추김치,김치류,46.5,1.74,1.01,7.65,0.76,2.5,413.5,0.07,5,A,-5.0
에이드,음료 및 차류,42.0,0.0,0.06,9.94,9.09,0.3,2.0,0.0,0,C,1.0
연근전,전·적 및 부침류,82.0,1.9,3.52,10.26,0.57,1.2,14.0,0.6,0,B,-2.0
연근조림,조림류,125.0,1.85,1.17,22.23,3.32,2.25,425.0,0.16,0,C,0.0
연근튀김,튀김류,173.67,3.53,9.22,18.23,1.05,2.13,443.67,1.57,0,C,-1.0
연두부찌개,찌개 및 전골류,42.0,4.8,1.48,2.59,0.95,0.8,291.0,0.24,0,C,0.0
연두부찜,찜류,67.75,4.97,3.37,4.36,1.12,1.12,191.0,0.42,0,B,-3.0
연어구이,구이류,223.0,24.78,11.68,0.2,0.07,0.0,850.0,1.84,0,C,3.0
연어롤,밥류,170.0,6.19,5.13,24.77,2.82,3.0,404.0,0.94,0,B,-3.0
연어튀김,튀김류,149.0,13.1,5.71,9.66,0.01,0.4,971.0,1.01,0,D,4.0
연잎밥,밥류,207.0,4.0,0.3,47.0,0.66,0.92,178.0,0.0,0,B,-3.0
연포탕,국 및 탕류,54.0,9.49,0.9,2.02,0.02,1.4,234.0,0.18,0,A,-5.0
열무 겉절이,생채·무침류,25.0,1.6,0.26,4.78,1.74,1.3,1129.0,0.05,5,C,3.0
열무 된장국,국 및 탕류,20.0,2.1,0.51,2.09,0.48,1.0,335.33,0.1,0,C,0.0
열무 비빔밥,밥류,86.5,2.4,0.82,16.86,0.61,0.9,112.0,0.3,0,B,-2.0
열무김치,김치류,36.0,2.39,0.38,5.87,0.68,2.7,583.0,0.06,5,B,-4.0
열무나물,나물·숙채류,34.0,2.9,1.15,4.65,0.91,2.2,460.0,0.19,5,B,-4.0
열무물김치,김치류,18.0,1.41,0.07,2.91,1.68,0.5,493.0,0.02,5,C,-1.0
열무얼갈이김치,김치류,35.0,2.15,0.66,5.22,0.91,3.1,680.0,0.08,5,B,-3.0
영양돌솥밥,밥류,119.0,2.43,0.44,25.29,0.66,1.6,25.0,0.08,0,B,-2.0
오겹살구이,구이류,408.0,20.18,35.14,2.72,0.72,0.0,76.0,10.23,0,D,8.0
오곡밥,밥류,158.0,4.24,0.64,32.8,0.19,2.25,156.5,0.15,0,B,-4.0
오리 간장불고기,구이류,98.0,12.6,2.41,6.16,2.93,0.6,313.0,0.76,0,B,-3.0
오리감자죽,죽 및 스프류,97.0,3.7,2.14,15.11,0.28,1.1,121.0,0.41,0,B,-3.0
오리고기구이,구이류,293.0,24.06,19.7,4.89,1.61,2.2,708.0,4.82,0,C,2.0
오리고기로스,구이류,169.0,29.7,4.37,0.78,0.01,0.3,510.0,1.65,0,C,-1.0
오리백숙,찌개 및 전골류,124.0,7.5,7.5,5.57,0.25,0.7,161.0,2.3,0,B,-3.0
오리볶음,볶음류,171.0,10.47,11.27,7.3,2.65,1.5,254.0,3.59,1,B,-4.0
오리불고기,구이류,105.5,9.41,2.71,8.2,4.3,1.05,223.0,0.78,0,A,-5.0
오리죽,죽 및 스프류,155.0,7.5,4.99,19.95,0.55,1.7,62.0,1.16,0,A,-5.0
오리탕,찌개 및 전골류,104.0,6.68,6.56,7.73,1.19,1.2,212.0,1.33,0,B,-4.0
오므라이스,밥류,107.0,2.9,1.88,18.49,1.27,0.9,142.0,0.43,0,B,-2.0
오믈렛,전·적 및 부침류,88.0,6.3,5.82,2.46,0.72,0.2,222.0,1.5,0,B,-2.0
오미자차,음료 및 차류,39.0,0.0,0.0,9.15,8.14,0.3,0.0,0.0,0,C,0.0
오븐스파게티,면 및 만두류,122.0,5.6,3.49,16.77,1.75,1.2,120.0,1.97,0,B,-4.0
오이 도라지 생채,생채·무침류,41.0,1.25,0.5,8.94,3.83,1.85,237.25,0.09,5,A,-6.0
오이 물김치,김치류,51.0,2.9,1.3,8.73,4.21,2.6,2268.0,0.22,5,C,2.0
오이 미역냉국,국 및 탕류,13.0,0.7,0.21,2.91,1.84,0.8,338.0,0.04,0,C,2.0
오이고추 된장무침,생채·무침류,32.0,1.4,0.91,5.18,1.46,1.8,313.0,0.15,5,A,-5.0
오이김치,김치류,38.8,2.43,0.39,7.37,2.28,2.4,1631.2,0.08,5,C,2.0
오이나물,나물·숙채류,73.0,1.3,6.44,2.95,1.04,0.7,309.67,0.96,5,B,-3.0
오이냉국,국 및 탕류,7.0,0.57,0.18,1.32,0.31,0.4,328.0,0.03,0,C,2.0
오이모듬무침,생채·무침류,34.0,1.4,0.58,6.89,3.85,1.5,305.0,0.1,5,B,-4.0
오이무침,생채·무침류,34.0,1.3,0.76,5.58,3.18,1.3,236.5,0.12,5,A,-5.0
오이부추무침,생채·무침류,26.0,0.9,0.35,5.68,2.62,1.3,206.0,0.07,5,A,-5.0
오이생채,생채·무침류,34.3,1.36,0.85,6.14,3.56,1.53,283.8,0.1,5,B,-4.0
오이소박이,김치류,37.67,2.13,0.49,6.73,2.99,2.8,896.33,0.1,5,C,-1.0
오이장아찌,장아찌·절임류,71.0,1.9,3.83,7.71,4.03,1.2,1991.0,0.6,0,D,8.0
오이지,장아찌·절임류,25.0,0.78,1.25,2.68,0.94,2.3,2210.0,0.04,0,D,8.0
오이지무침,생채·무침류,36.5,0.98,1.22,4.38,2.46,1.8,1349.0,0.2,5,C,3.0
오징어 덮밥,밥류,86.8,4.62,0.93,14.65,1.54,0.92,111.2,0.18,0,B,-3.0
오징어국,국 및 탕류,22.6,3.32,0.45,1.38,0.44,0.46,207.2,0.08,0,C,-1.0
오징어무침,생채·무침류,75.8,8.84,1.2,7.74,4.48,1.51,229.8,0.25,5,A,-10.0
오징어미역초무침,생채·무침류,87.0,15.0,1.72,5.24,0.65,3.6,1133.0,0.39,5,B,-4.0
오징어볶음,볶음류,90.4,8.94,2.56,7.96,2.98,1.56,281.1,0.46,1,A,-5.0
오징어불고기,구이류,123.0,16.4,3.23,7.25,2.81,1.3,366.0,0.59,0,B,-3.0
오징어산적,전·적 및 부침류,127.0,21.72,2.47,4.5,1.14,1.1,596.0,0.34,0,C,-1.0
오징어순대,찜류,88.0,9.88,1.3,9.05,0.3,1.05,342.5,0.3,0,B,-4.0
오징어젓,젓갈류,60.0,10.1,0.7,3.4,2.4,1.6,2151.0,0.2,0,D,4.0
오징어조림,조림류,63.5,8.25,0.8,5.78,1.74,0.8,290.0,0.18,0,B,-3.0
오징어찌개,찌개 및 전골류,28.25,3.4,0.36,2.88,0.77,0.68,216.25,0.08,0,C,-1.0
오징어찜,찜류,56.0,8.5,1.32,2.61,0.73,0.9,113.0,0.26,0,A,-6.0
오징어채무침,생채·무침류,188.0,18.9,4.16,16.54,6.07,1.0,712.0,0.73,5,A,-5.0
오징어채볶음,볶음류,163.0,16.1,5.78,6.56,2.35,0.4,477.0,0.91,1,B,-2.0
오징어채조림,조림류,240.0,23.52,4.9,25.36,13.78,5.8,1130.0,0.82,0,C,2.0
오징어탕수,튀김류,178.0,11.03,7.86,14.85,4.88,0.95,245.75,1.38,0,A,-5.0
오징어튀김,튀김류,122.0,8.7,6.14,6.9,0.03,0.2,175.5,1.04,0,A,-5.0
오징어포조림,조림류,133.0,15.5,1.77,13.03,5.79,0.6,449.0,0.43,0,B,-2.0
옥돔구이,구이류,39.0,4.91,1.92,0.11,0.04,0.0,33.0,0.34,0,B,-3.0
옥수수,찜류,185.0,6.68,2.42,34.2,2.36,5.7,90.0,0.29,0,A,-9.0
옥수수구이,구이류,144.0,2.92,8.21,14.5,3.76,0.9,179.0,1.81,0,B,-2.0
옥수수밥,밥류,113.0,2.1,0.34,24.39,0.25,0.6,3.0,0.09,0,C,-1.0
옥수수부침,전·적 및 부침류,178.67,3.2,7.63,23.93,2.52,2.0,432.33,1.15,0,C,0.0
옥수수샐러드,생채·무침류,130.0,1.4,8.31,12.49,4.09,1.2,246.0,1.2,5,A,-5.0
올갱이국,국 및 탕류,24.0,2.28,0.7,2.17,0.27,1.0,336.0,0.13,0,C,0.0
올갱이국수,면 및 만두류,38.0,0.75,0.55,7.44,1.24,1.5,258.0,0.1,0,C,0.0
올갱이해장국,국 및 탕류,41.0,4.0,1.35,3.51,0.77,1.7,342.33,0.21,0,C,-1.0
와플,빵 및 과자류,279.07,3.93,2.15,40.91,15.44,2.3,250.67,5.38,0,C,3.0
완두콩밥,밥류,124.75,2.45,0.36,26.72,0.16,0.85,1.5,0.1,0,C,-1.0
완자전,전·적 및 부침류,214.0,11.46,13.33,10.73,0.56,2.9,369.0,3.33,0,B,-3.0
완자조림,조림류,170.25,14.0,6.41,12.84,2.49,1.55,224.0,1.42,0,A,-5.0
요구르트(액상),유제품류 및 빙과류,96.0,2.16,2.66,14.8,14.0,0.9,34.0,0.73,0,C,0.0
우거지나물무침,나물·숙채류,86.0,3.0,5.67,5.8,1.0,5.8,515.0,0.67,5,A,-7.0
우동,면 및 만두류,65.0,1.92,0.85,11.54,0.23,0.8,260.0,0.19,0,C,0.0
우동볶음,면 및 만두류,128.0,2.8,2.01,24.79,0.43,2.0,257.0,0.49,0,B,-2.0
우럭 매운탕,찌개 및 전골류,30.0,3.75,0.55,2.74,0.9,0.75,159.0,0.13,0,B,-2.0
우럭구이,구이류,143.0,17.37,7.28,0.58,0.19,0.0,884.33,1.18,0,C,3.0
우럭튀김,튀김류,289.0,24.7,12.12,19.21,0.02,0.5,1919.0,2.29,0,D,6.0
우럭회덮밥,밥류,67.0,3.49,0.77,11.47,1.55,0.8,64.0,0.14,0,B,-2.0
우롱차,음료 및 차류,19.0,0.0,0.09,4.76,3.81,0.3,3.0,0.0,0,C,0.0
우엉 양념구이,구이류,67.0,1.7,1.41,12.06,1.59,1.9,60.0,0.22,0,B,-3.0
우엉볶음,볶음류,112.5,2.9,6.4,11.46,1.93,3.45,321.0,0.96,1,B,-3.0
우엉조림,조림류,104.0,3.69,2.98,17.89,4.75,2.9,371.0,0.53,0,B,-2.0
우유,유제품류 및 빙과류,73.0,2.04,2.31,11.04,10.24,0.6,23.0,1.15,0,C,0.0
울면,면 및 만두류,79.0,4.02,0.86,13.44,0.4,0.8,219.0,0.21,0,C,-1.0
월남쌈,면 및 만두류,123.75,7.2,4.84,12.83,6.54,1.42,266.25,1.38,0,B,-4.0
웨이퍼,빵 및 과자류,528.0,7.0,31.0,55.0,36.0,2.3,85.0,21.0,0,E,21.0
유과,빵 및 과자류,424.0,2.81,12.83,74.23,24.15,1.1,23.0,1.37,0,D,7.0
유부 된장국,국 및 탕류,72.5,4.8,4.65,2.71,0.64,0.9,324.0,0.74,0,B,-2.0
유부 초밥,밥류,199.33,5.87,6.91,27.1,2.22,0.9,133.33,1.1,0,B,-4.0
유부국,국 및 탕류,17.0,1.08,1.02,1.13,0.2,0.3,162.0,0.16,0,C,0.0
유부조림,조림류,254.0,13.7,18.34,7.95,3.23,0.9,243.0,2.85,0,B,-4.0
유산슬,볶음류,71.0,7.54,2.23,4.1,0.59,1.2,211.0,0.4,1,A,-5.0
유자차,음료 및 차류,47.5,0.0,0.04,10.3,9.49,0.3,6.5,0.0,0,C,1.0
유채김치,김치류,62.0,3.5,0.8,10.1,2.4,2.62,926.0,0.0,5,C,0.0
유채나물,나물·숙채류,36.0,3.7,1.07,4.89,0.71,3.3,472.0,0.17,5,A,-6.0
유채무침,생채·무침류,60.0,3.4,0.67,12.47,6.2,3.0,227.0,0.12,5,A,-9.0
유채물김치,김치류,17.0,1.0,0.1,3.0,2.4,2.62,452.0,0.0,5,B,-3.0
육개장,국 및 탕류,36.53,3.78,1.51,2.14,0.64,0.85,173.07,0.41,0,B,-2.0
육회,수·조·어·육류,144.0,9.72,7.04,10.64,7.54,3.95,331.0,2.04,0,A,-6.0
육회비빔밥,밥류,115.0,3.9,2.88,17.66,0.71,0.9,77.0,0.65,0,B,-3.0
율무밥,밥류,118.0,2.23,0.17,25.55,0.01,0.3,2.0,0.05,0,C,-1.0
율무죽,죽 및 스프류,77.0,3.26,0.98,13.75,0.1,0.7,1.0,0.15,0,B,-2.0
율무차,음료 및 차류,62.5,0.85,1.23,12.24,7.82,0.0,51.0,0.43,0,C,0.0
은대구구이,구이류,137.0,9.2,10.5,0.03,0.01,0.0,762.0,2.14,0,C,3.0
인절미,빵 및 과자류,225.67,5.12,1.4,48.19,4.58,2.5,301.0,0.16,0,B,-3.0
임연수구이,구이류,198.0,21.52,11.76,0.73,0.24,0.0,628.0,2.44,0,C,1.0
임연수조림,조림류,117.5,12.9,4.49,5.72,3.26,0.7,254.5,0.96,0,B,-4.0
임연수튀김,튀김류,275.5,19.6,14.76,13.37,0.02,0.4,901.5,2.75,0,D,5.0
잉어 매운탕,찌개 및 전골류,52.0,5.7,1.5,4.08,1.56,1.2,231.0,0.28,0,B,-3.0
자몽차,음료 및 차류,33.0,0.1,0.0,8.23,7.0,0.3,3.0,0.0,0,C,0.0
자몽홍차,음료 및 차류,41.5,0.16,0.02,10.04,9.37,0.3,3.5,0.0,0,C,1.0
자장면,면 및 만두류,119.43,3.96,2.12,20.61,2.36,1.73,344.71,0.53,0,C,-1.0
자장밥,밥류,135.0,3.66,4.59,19.79,0.55,2.25,274.0,1.14,0,B,-2.0
잔멸치 튀김,튀김류,67.0,4.0,4.12,2.9,0.26,0.1,510.0,0.66,0,C,2.0
잔멸치볶음,볶음류,130.0,11.3,6.82,6.94,2.52,0.5,706.0,1.08,1,C,0.0
잔치국수,면 및 만두류,64.25,2.27,0.78,11.66,0.68,0.7,294.75,0.18,0,C,1.0
잡곡밥,밥류,133.61,3.16,0.64,27.91,0.27,1.61,1.61,0.15,0,B,-2.0
잡곡죽,죽 및 스프류,81.0,3.5,1.17,14.21,0.48,2.4,118.0,0.21,0,B,-4.0
잡채,볶음류,119.0,2.79,3.27,18.35,2.38,1.5,274.0,0.6,1,C,-1.0
잡채밥,밥류,107.0,2.9,1.31,19.65,0.64,0.7,86.0,0.27,0,C,-1.0
잡탕밥,밥류,109.5,5.69,2.26,16.31,0.16,1.3,184.5,0.46,0,B,-3.0
잡탕전골,찌개 및 전골류,56.0,4.9,1.73,4.99,0.73,0.7,279.0,0.47,0,C,-1.0
잣죽,죽 및 스프류,132.33,2.75,3.83,21.64,0.36,0.77,144.67,0.32,0,C,-1.0
장국국수,면 및 만두류,107.75,4.8,2.35,15.68,0.44,0.48,420.5,0.61,0,C,0.0
장떡,전·적 및 부침류,197.0,3.67,7.64,27.28,2.26,1.8,267.0,1.16,0,B,-3.0
장어 덮밥,밥류,95.0,3.5,1.99,15.04,0.42,0.4,80.0,0.48,0,B,-2.0
장어 양념구이,구이류,300.8,16.08,18.56,16.4,5.62,1.54,710.4,4.75,0,C,3.0
장어 초밥,밥류,95.0,3.5,1.99,15.04,0.42,0.4,80.0,0.48,0,B,-2.0
장어구이,구이류,259.0,19.82,16.2,5.87,0.44,0.9,207.0,3.6,0,B,-3.0
장어매운탕,찌개 및 전골류,57.0,5.7,2.11,3.97,1.49,1.2,219.0,0.48,0,B,-3.0
장어탕,국 및 탕류,67.0,4.32,3.91,3.68,2.66,1.1,387.0,0.63,0,C,0.0
장어튀김,튀김류,209.0,10.2,14.75,6.64,0.01,0.3,899.0,3.71,0,D,5.0
장조림,조림류,127.0,11.69,5.06,5.77,2.09,0.8,628.0,1.63,0,C,0.0
재첩국,국 및 탕류,21.0,1.48,0.45,2.8,0.06,0.2,174.5,0.06,0,C,0.0
쟁반국수,면 및 만두류,112.0,4.1,2.33,18.95,2.9,1.4,161.5,0.55,0,B,-3.0
쟁반짜장,면 및 만두류,145.0,5.85,2.63,23.63,2.42,1.6,321.0,0.53,0,B,-2.0
적어구이,구이류,174.0,20.9,9.04,0.31,0.1,0.0,1203.0,1.32,0,D,5.0
