식품명,식품대분류명,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),포화지방산(g),채소_보너스,Nutri_Score,최종점수
적어조림,조림류,54.0,7.0,0.95,3.33,1.09,0.6,142.0,0.14,0,B,-4.0
전갱이구이,구이류,226.0,27.7,11.75,0.17,0.06,0.0,1200.0,2.34,0,D,6.0
전복죽,죽 및 스프류,99.5,2.8,3.32,15.89,0.11,0.6,187.5,0.36,0,C,0.0
전복탕,국 및 탕류,33.0,4.47,0.5,2.63,0.22,1.0,296.0,0.1,0,C,-1.0
전어구이,구이류,33.0,5.86,0.82,0.06,0.02,0.0,193.0,0.25,0,B,-2.0
전어조림,조림류,60.0,9.0,1.22,1.9,0.69,0.3,93.0,0.36,0,A,-5.0
절편,빵 및 과자류,194.5,5.77,1.61,39.22,0.16,1.6,225.0,0.24,0,B,-3.0
제육(돼지고기 수육),찜류,149.0,16.77,7.7,1.62,0.35,0.4,300.33,2.76,0,B,-2.0
제육볶음,볶음류,126.83,11.04,5.77,7.35,3.67,1.15,255.17,1.96,1,A,-6.0
젤리,빵 및 과자류,328.0,0.0,0.0,82.0,70.0,2.3,0.0,0.0,0,D,8.0
조개 미역국,국 및 탕류,11.0,1.5,0.24,0.97,0.07,0.6,241.0,0.05,0,C,1.0
조개구이,구이류,130.0,17.43,2.07,10.44,3.6,3.9,454.0,0.09,0,A,-5.0
조개국,국 및 탕류,22.5,2.84,0.73,1.04,0.21,1.05,293.5,0.08,0,C,0.0
조개젓,젓갈류,103.0,8.61,2.05,12.61,6.46,2.4,3040.0,0.38,0,C,3.0
조개탕,국 및 탕류,12.0,1.8,0.15,0.7,0.18,0.1,111.0,0.03,0,C,-1.0
조기 양념구이,구이류,219.0,22.1,9.3,10.98,5.75,0.9,1633.0,1.95,0,D,4.0
조기 오븐구이,구이류,39.5,5.9,1.58,0.02,0.01,0.0,33.0,0.42,0,B,-3.0
조기구이,구이류,168.0,19.33,8.02,0.89,0.29,0.1,737.0,1.78,0,C,2.0
조기조림,조림류,128.0,13.7,6.27,4.27,1.5,2.2,590.0,1.67,0,B,-2.0
조기찌개,찌개 및 전골류,23.0,2.4,0.64,1.93,0.59,0.7,94.0,0.16,0,C,-1.0
조기찜,찜류,71.0,9.2,2.53,2.58,0.88,1.0,126.0,0.61,0,A,-6.0
조기튀김,튀김류,144.0,13.4,7.77,3.62,0.01,0.1,84.0,1.6,0,A,-5.0
조미 김구이,구이류,38.5,1.8,3.43,1.75,0.14,1.7,386.5,0.5,0,C,1.0
족발,찜류,226.5,27.48,12.78,0.46,0.14,1.15,338.5,4.22,0,C,-1.0
주꾸미볶음,볶음류,82.0,7.48,2.08,8.86,2.96,2.22,273.25,0.31,1,A,-5.0
주꾸미삼겹살,볶음류,161.0,10.11,8.66,10.66,5.41,2.3,280.0,2.29,1,A,-5.0
주먹밥,밥류,145.38,3.39,2.37,26.87,0.72,1.08,175.25,0.42,0,B,-3.0
죽순볶음,볶음류,133.0,4.3,10.85,6.19,1.48,3.7,1.0,1.65,1,A,-7.0
중식우동,면 및 만두류,91.0,4.73,0.84,15.29,0.82,0.9,202.0,0.21,0,B,-2.0
중식잡채,볶음류,83.0,2.3,2.24,13.58,1.13,1.0,112.0,0.54,1,B,-3.0
쥐포무침,생채·무침류,318.5,27.75,7.94,34.61,23.04,1.15,1461.5,1.32,5,C,3.0
쥐포조림,조림류,194.0,13.03,3.02,23.06,15.01,0.4,602.0,0.53,0,C,2.0
쥐포튀김,튀김류,270.5,11.66,12.97,26.52,8.2,0.7,504.0,1.88,0,C,-1.0
증편,빵 및 과자류,200.0,3.17,1.2,44.15,3.19,1.0,284.0,0.15,0,C,0.0
지리탕,국 및 탕류,41.5,6.94,0.74,1.68,0.24,0.8,235.5,0.12,0,B,-3.0
짜사이무침,생채·무침류,43.0,0.4,3.04,3.66,2.8,0.9,947.0,0.46,5,C,3.0
짜장면,면 및 만두류,118.25,4.28,1.77,22.83,1.94,2.45,338.5,0.37,0,B,-2.0
짜장밥,밥류,128.4,4.18,1.89,23.09,1.94,1.36,260.2,0.29,0,B,-2.0
짜장소스,"장류, 양념류",100.75,4.32,3.69,12.86,4.15,2.42,538.75,0.7,0,C,0.0
짬뽕,면 및 만두류,70.09,3.51,1.65,10.19,0.65,1.08,245.36,0.31,0,B,-2.0
짬뽕라면,면 및 만두류,91.0,3.4,2.92,12.32,0.28,0.9,91.0,1.25,0,B,-3.0
짬뽕밥,밥류,72.0,3.2,1.4,11.65,0.56,0.6,89.0,0.23,0,B,-2.0
쫄면,면 및 만두류,120.4,3.32,1.21,23.83,3.98,1.32,510.6,0.21,0,C,1.0
쫄볶이,볶음류,150.0,4.7,1.41,29.37,3.97,1.3,652.0,0.58,1,C,2.0
차돌박이구이,구이류,488.0,17.94,45.69,1.31,0.33,0.0,93.0,16.24,0,E,14.0
차조밥,밥류,119.0,2.21,0.22,25.77,0.03,0.5,2.0,0.06,0,C,-1.0
찰떡빵,빵 및 과자류,295.5,5.37,8.1,42.21,17.45,2.3,281.25,2.23,0,C,0.0
찰밥,밥류,120.0,2.2,0.34,25.75,0.14,0.6,1.0,0.09,0,C,-1.0
찰시루떡,빵 및 과자류,181.0,6.63,0.41,37.63,1.22,1.4,182.0,0.13,0,B,-4.0
참깨죽,죽 및 스프류,38.0,1.0,1.2,5.9,0.34,0.7,120.0,0.0,0,C,0.0
참나물,나물·숙채류,17.0,0.76,0.81,2.11,0.2,1.1,173.0,0.12,5,A,-6.0
참나물 겉절이,생채·무침류,18.89,0.85,0.7,2.86,0.8,1.3,107.67,0.11,5,A,-6.0
참나물 무침,생채·무침류,15.0,0.7,0.71,1.85,0.14,1.0,99.0,0.11,5,A,-6.0
참치 미역국,국 및 탕류,27.33,2.9,1.57,0.84,0.17,0.63,250.67,0.18,0,C,0.0
참치 샐러드,생채·무침류,223.75,13.2,17.69,2.86,1.73,0.62,264.0,2.29,5,A,-8.0
참치 완자전,전·적 및 부침류,220.0,18.8,8.84,14.84,1.73,1.9,962.0,1.37,0,C,2.0
참치강정,튀김류,291.5,24.5,10.69,22.36,6.46,0.8,854.0,1.94,0,C,3.0
참치구이,구이류,316.0,33.5,19.02,0.05,0.02,0.0,1130.0,5.4,0,E,9.0
참치덮밥,밥류,108.0,5.8,2.13,15.91,2.05,1.2,341.0,0.28,0,B,-2.0
참치죽,죽 및 스프류,64.2,2.58,1.76,9.42,0.34,0.54,137.8,0.23,0,C,-1.0
참치찌개,찌개 및 전골류,43.0,5.53,1.0,3.07,1.26,0.8,314.67,0.1,0,C,-1.0
참치회덮밥,밥류,76.0,4.73,0.81,12.14,1.65,0.7,88.0,0.19,0,B,-2.0
찹쌀떡,빵 및 과자류,269.75,4.28,1.33,60.17,21.94,1.95,204.75,0.18,0,C,0.0
찹쌀죽,죽 및 스프류,63.0,1.1,0.27,13.39,0.05,0.2,130.0,0.06,0,C,0.0
채소 꼬치구이,구이류,91.0,2.8,2.3,14.29,0.98,1.3,406.0,0.52,0,C,1.0
채소밥,밥류,114.33,2.6,0.91,23.13,0.35,0.9,134.33,0.18,0,B,-2.0
채소전,전·적 및 부침류,184.17,4.39,7.55,23.66,1.38,2.05,249.33,1.36,0,B,-3.0
채소죽,죽 및 스프류,61.0,1.4,1.39,9.88,0.36,0.5,120.0,0.23,0,C,0.0
채소튀김,튀김류,157.5,2.35,7.9,18.5,1.36,1.8,468.0,1.2,0,C,1.0
천사채무침,생채·무침류,73.0,3.3,5.51,2.95,0.65,1.3,248.0,1.23,5,A,-7.0
청경채나물,나물·숙채류,14.0,1.06,0.58,1.59,0.23,0.9,156.0,0.09,5,A,-6.0
청국장찌개,찌개 및 전골류,43.5,3.9,0.98,3.2,0.8,1.8,242.0,0.2,0,B,-2.0
청어구이,구이류,129.0,8.2,10.03,0.22,0.07,0.0,391.0,1.85,0,B,-2.0
청포묵 무침,생채·무침류,49.86,1.75,2.11,6.87,0.73,1.74,272.71,0.37,5,A,-5.0
청포묵국,국 및 탕류,44.0,2.9,2.62,2.16,0.16,0.6,55.0,0.81,0,C,-1.0
초간장,"장류, 양념류",72.25,6.48,0.0,11.54,2.89,0.5,3189.25,0.0,0,D,6.0
초당순두부,국 및 탕류,58.0,5.46,3.24,1.76,0.1,1.2,134.0,0.42,0,B,-4.0
초밥,밥류,159.0,6.97,1.94,29.82,3.62,1.0,386.0,0.41,0,B,-2.0
초코소라빵,빵 및 과자류,319.0,3.29,10.93,51.76,9.29,2.1,215.0,4.34,0,C,1.0
초콜릿,빵 및 과자류,611.0,9.09,10.18,40.0,36.36,2.3,64.0,18.18,0,E,20.0
총각김치,김치류,42.0,1.92,0.29,7.89,3.0,2.4,630.0,0.05,5,B,-2.0
추어탕,찌개 및 전골류,35.5,3.26,1.4,2.55,0.41,1.42,236.17,0.19,0,B,-2.0
충무김밥,밥류,137.0,4.68,1.69,25.44,2.58,1.8,255.0,0.33,0,B,-3.0
취나물,나물·숙채류,51.5,2.8,1.74,5.55,0.96,4.1,170.5,0.24,5,A,-10.0
취나물무침,나물·숙채류,36.5,1.7,1.34,5.65,0.7,2.3,258.5,0.2,5,A,-7.0
츄러스,빵 및 과자류,359.45,5.88,13.91,52.3,13.87,2.0,425.95,2.28,0,C,2.0
치아바타,빵 및 과자류,276.0,7.57,6.49,45.95,3.24,2.3,530.0,0.86,0,B,-2.0
치즈 스파게티,면 및 만두류,99.0,4.5,2.09,15.18,2.14,1.2,133.0,0.94,0,B,-3.0
치즈볼,튀김류,316.33,7.92,20.0,35.85,4.46,0.3,381.67,7.54,0,D,5.0
치즈빵,빵 및 과자류,313.75,8.13,14.11,38.75,6.49,2.3,427.67,4.72,0,C,-1.0
치즈스틱,튀김류,329.0,14.3,20.32,22.28,1.96,1.1,635.5,7.08,0,D,6.0
치커리 겉절이,생채·무침류,40.0,1.81,1.86,4.78,1.27,1.85,333.0,0.3,5,A,-6.0
치커리무침,생채·무침류,16.0,0.8,0.48,2.35,0.69,0.8,171.0,0.08,5,A,-5.0
치킨가스,튀김류,296.0,13.96,16.96,22.01,2.08,1.9,390.0,4.21,0,C,-1.0
치킨데리야끼,구이류,129.5,16.27,1.27,9.85,3.68,1.45,304.0,0.22,0,B,-4.0
칠면조구이,구이류,207.0,30.6,7.98,0.96,0.11,0.3,551.0,2.06,0,C,1.0
카레라이스,밥류,112.92,3.24,1.87,20.44,1.11,0.83,109.5,0.59,0,B,-2.0
카레소스,"장류, 양념류",70.0,2.74,2.33,9.75,2.44,1.3,376.0,1.06,0,C,1.0
카스텔라,빵 및 과자류,337.67,7.03,16.7,40.28,25.7,1.3,174.33,5.88,0,C,3.0
카페라떼,음료 및 차류,49.33,1.7,1.83,6.57,4.53,0.0,20.33,1.18,0,C,-1.0
카페모카,음료 및 차류,83.75,2.0,3.44,11.45,7.86,0.2,29.75,2.28,0,C,0.0
칼국수,면 및 만두류,78.0,2.82,0.52,14.74,0.22,0.8,209.5,0.11,0,C,0.0
캘리포니아롤,밥류,163.0,4.11,3.02,29.74,2.97,2.5,432.0,0.71,0,C,-1.0
커피,음료 및 차류,42.5,1.12,1.11,5.04,4.07,0.1,22.0,1.04,0,C,0.0
커피(타먹는커피),음료 및 차류,51.0,0.5,1.17,9.81,6.15,0.0,2.0,1.1,0,C,0.0
케이크,빵 및 과자류,316.59,4.84,19.57,30.38,17.47,1.52,147.98,9.01,0,D,6.0
코다리조림,조림류,68.0,10.1,1.04,3.86,1.24,0.5,308.0,0.16,0,B,-3.0
코다리찜,찜류,46.0,6.0,0.9,3.74,0.84,0.9,149.0,0.14,0,B,-4.0
코코아,음료 및 차류,94.25,2.46,4.77,10.97,8.06,0.3,45.75,3.2,0,C,1.0
콘치즈구이,구이류,105.0,2.3,3.81,15.24,2.87,0.9,151.0,2.1,0,C,-1.0
콩국수,면 및 만두류,98.6,4.76,2.53,13.84,0.73,2.02,209.2,0.28,0,B,-3.0
콩나물 국밥,밥류,59.67,2.62,0.77,10.53,0.35,0.77,57.67,0.21,0,C,-1.0
콩나물 느타리무침,생채·무침류,45.5,3.05,2.8,4.28,0.58,2.0,184.0,0.44,5,A,-7.0
콩나물 된장국,국 및 탕류,24.5,2.7,0.69,2.54,0.62,0.95,273.5,0.13,0,C,0.0
콩나물 선짓국,국 및 탕류,21.0,3.1,0.34,1.79,0.29,0.9,146.0,0.06,0,B,-2.0
콩나물 황태국,국 및 탕류,30.0,4.6,0.87,0.99,0.3,0.3,129.0,0.23,0,B,-2.0
콩나물국,국 및 탕류,7.0,0.85,0.23,0.97,0.14,0.4,164.0,0.04,0,C,0.0
콩나물냉채,생채·무침류,42.5,2.93,1.01,6.89,3.44,1.55,175.67,0.16,5,A,-7.0
콩나물무침,나물·숙채류,23.0,2.1,1.17,2.19,0.43,1.0,137.0,0.2,5,A,-7.0
콩나물밥,밥류,116.62,3.74,1.16,22.31,0.29,1.01,130.38,0.28,0,B,-3.0
콩나물잡채,볶음류,73.0,3.5,5.18,3.89,1.8,1.0,135.25,1.32,1,B,-4.0
콩나물찌개,찌개 및 전골류,12.0,1.6,0.37,1.09,0.13,0.4,219.0,0.08,0,C,0.0
콩나물찜,찜류,56.0,6.67,1.01,4.97,1.17,2.5,223.0,0.21,0,A,-5.0
콩밥,밥류,165.0,4.38,0.39,34.3,1.13,1.3,25.0,0.14,0,B,-3.0
콩비지찌개,찌개 및 전골류,41.5,3.51,1.3,4.01,0.82,2.5,217.0,0.28,0,B,-3.0
콩조림,조림류,198.0,13.5,6.44,22.36,6.45,7.3,620.0,0.95,0,A,-5.0
콩조림(콩자반),조림류,276.0,18.64,5.96,36.97,3.53,16.2,967.5,0.34,0,C,-1.0
크로와상,빵 및 과자류,357.67,6.76,16.82,45.19,12.81,2.3,382.56,10.61,0,D,8.0
크로켓(고로케),빵 및 과자류,285.22,6.11,15.24,32.11,6.25,1.1,461.67,3.36,0,C,2.0
크로플,빵 및 과자류,251.5,5.0,12.0,30.24,12.0,2.3,175.0,7.14,0,C,2.0
크림빵,빵 및 과자류,337.25,5.83,17.03,39.24,15.01,2.3,237.44,8.09,0,D,5.0
키조개구이,구이류,75.0,8.7,3.41,1.86,0.66,0.6,881.0,0.53,0,C,3.0
타르트,빵 및 과자류,329.0,5.94,19.13,33.27,12.69,2.3,232.2,10.12,0,D,6.0
탄산음료,음료 및 차류,53.0,0.0,0.09,12.79,11.73,0.3,2.0,0.0,0,C,1.0
탄탄면,면 및 만두류,174.0,5.73,7.4,21.0,3.1,1.0,339.0,1.02,0,B,-2.0
탕수어,튀김류,249.0,11.23,6.84,34.37,7.49,1.17,286.0,1.11,0,B,-4.0
탕수육,튀김류,160.0,10.6,6.86,13.14,5.24,0.75,184.0,1.49,0,B,-4.0
탕평채,생채·무침류,74.6,2.63,3.8,7.61,0.41,1.94,386.4,1.15,5,A,-5.0
토란국,국 및 탕류,29.25,1.67,1.11,3.3,0.24,0.68,187.0,0.34,0,C,0.0
토란대나물,나물·숙채류,32.0,0.9,1.68,3.88,1.12,1.4,174.0,0.17,5,A,-6.0
토란대나물무침,나물·숙채류,68.0,5.14,3.38,4.22,0.39,3.4,222.0,0.46,5,A,-10.0
토스트,빵 및 과자류,292.33,6.38,11.65,42.12,13.24,2.3,395.33,5.36,0,C,3.0
토스트(식빵),빵 및 과자류,84.0,2.5,1.33,15.55,2.61,1.0,140.0,0.78,0,B,-2.0
톳나물,나물·숙채류,41.0,3.18,1.78,4.65,1.38,2.85,186.5,0.27,5,A,-8.0
톳나물무침,생채·무침류,75.0,1.87,2.09,12.28,6.94,6.4,600.0,0.3,5,A,-6.0
트위스터 샌드위치,빵 및 과자류,56.0,3.6,2.95,3.41,0.59,0.33,128.67,0.82,0,B,-2.0
파강회,"채소, 해조류",42.0,1.2,1.71,6.33,3.39,1.8,276.0,0.29,0,C,0.0
파김치,김치류,49.0,2.5,0.58,8.51,2.8,4.6,655.0,0.11,5,A,-5.0
파래무침,생채·무침류,37.0,1.8,1.12,5.13,1.64,1.45,302.0,0.17,5,A,-5.0
파래볶음,볶음류,61.0,1.2,5.95,1.88,0.09,1.1,60.0,0.89,1,B,-2.0
파래전,전·적 및 부침류,197.0,4.74,5.03,31.77,0.83,1.5,283.0,0.84,0,C,-1.0
파무침,생채·무침류,40.0,1.6,1.97,5.72,3.14,1.7,286.0,0.31,5,A,-5.0
파운드케이크,빵 및 과자류,226.0,3.5,11.79,26.67,9.33,0.6,119.0,5.75,0,C,3.0
파이/만주,빵 및 과자류,363.64,5.49,17.26,46.4,19.57,3.6,244.71,8.99,0,D,5.0
파전,전·적 및 부침류,101.0,4.56,3.04,14.54,1.05,1.2,435.0,0.7,0,C,0.0
팔보채,볶음류,90.0,12.42,2.9,3.17,1.1,0.9,609.0,0.44,1,B,-2.0
팝콘,"곡류, 서류 제품",495.0,7.11,23.45,63.92,13.9,8.6,302.5,10.84,0,E,13.0
팟타이,면 및 만두류,188.5,5.51,9.39,20.52,7.27,1.35,356.5,2.29,0,C,-1.0
팥밥,밥류,124.25,2.65,0.31,26.55,0.13,0.9,2.0,0.09,0,B,-2.0
팥빙수,유제품류 및 빙과류,99.0,2.27,0.82,20.93,11.65,1.37,34.0,0.47,0,C,-1.0
팥빵,빵 및 과자류,289.0,8.5,10.18,44.37,15.82,2.3,171.25,3.88,0,B,-3.0
팥죽,죽 및 스프류,95.0,3.49,0.21,19.45,2.32,2.38,136.8,0.06,0,B,-4.0
페이스트리,빵 및 과자류,378.86,6.64,23.06,35.77,10.13,2.55,352.29,12.07,0,E,9.0
폭찹,볶음류,124.0,12.2,5.35,5.73,3.49,0.8,164.0,1.3,1,A,-6.0
표고버섯볶음,볶음류,34.75,1.7,2.1,3.97,0.93,1.85,143.25,0.34,1,B,-4.0
풋고추된장무침,생채·무침류,45.0,1.9,0.92,7.94,2.16,2.7,390.0,0.15,5,A,-6.0
풋고추볶음,볶음류,70.0,1.93,3.23,8.25,4.34,3.7,276.0,0.58,1,B,-4.0
풋고추찜,찜류,53.0,2.31,1.01,8.93,1.19,3.3,528.5,0.14,0,C,0.0
풋마늘무침,생채·무침류,62.0,1.8,1.04,9.59,5.19,3.4,155.0,0.14,5,A,-9.0
프레즐,빵 및 과자류,268.0,11.11,6.73,40.09,4.29,3.2,370.0,3.33,0,B,-3.0
피망볶음,볶음류,111.0,1.5,7.56,9.6,2.06,1.75,381.0,1.12,1,C,1.0
피자,빵 및 과자류,264.81,12.76,11.46,26.96,3.82,2.22,463.85,5.35,0,C,1.0
피자빵,빵 및 과자류,289.2,7.22,17.14,29.62,5.72,2.2,531.2,4.95,0,C,1.0
피조개무침,생채·무침류,64.5,6.06,1.14,7.78,4.29,1.75,265.0,0.22,5,A,-8.0
하이라이스,밥류,114.33,3.34,1.37,21.58,0.66,0.97,126.67,0.24,0,B,-3.0
함박스테이크,구이류,201.71,16.0,9.39,12.19,4.03,1.49,443.57,2.87,0,B,-2.0
핫도그,빵 및 과자류,305.18,8.92,16.73,29.22,5.6,2.77,525.82,4.73,0,C,-1.0
핫케이크,빵 및 과자류,193.0,4.7,5.18,30.48,5.54,0.9,339.0,2.59,0,C,0.0
해물 덮밥,밥류,78.0,3.8,0.39,14.15,0.69,0.6,68.0,0.1,0,B,-2.0
해물 된장국,국 및 탕류,37.5,5.75,0.68,1.92,0.67,0.6,306.75,0.13,0,C,-1.0
해물 매운탕,찌개 및 전골류,33.5,5.6,0.52,1.86,0.5,0.7,189.5,0.1,0,B,-2.0
해물 스파게티,면 및 만두류,82.0,4.8,1.13,12.78,1.91,1.03,111.67,0.24,0,B,-3.0
해물 완자전,전·적 및 부침류,221.0,15.4,10.05,15.66,2.09,1.25,161.0,1.63,0,A,-6.0
해물 채소전,전·적 및 부침류,195.0,10.7,7.77,18.92,1.24,1.1,267.0,1.34,0,A,-5.0
해물볶음,볶음류,109.25,11.29,3.71,7.52,2.51,1.3,476.75,0.61,1,B,-3.0
해물전골,찌개 및 전골류,26.0,3.2,0.64,1.95,0.52,0.6,178.0,0.11,0,B,-2.0
해물찜,찜류,72.33,6.15,2.15,7.15,3.18,1.9,415.67,0.25,0,B,-2.0
해물칼국수,면 및 만두류,77.0,3.09,0.4,14.64,0.22,0.5,252.0,0.1,0,C,0.0
해물콩나물찜,찜류,49.5,6.67,0.96,4.3,0.84,1.25,165.0,0.17,0,A,-5.0
해물탕,찌개 및 전골류,39.0,5.37,0.87,2.4,0.5,0.95,371.5,0.12,0,C,-1.0
해물파전,전·적 및 부침류,135.0,8.06,4.42,12.96,0.92,0.95,180.5,0.84,0,A,-5.0
해신탕,찌개 및 전골류,57.0,7.93,1.88,2.03,0.41,0.8,266.0,0.38,0,B,-3.0
해장국,국 및 탕류,29.0,3.86,0.97,1.67,0.42,1.0,312.0,0.21,0,C,-1.0
해초무침,생채·무침류,39.0,0.95,0.16,8.52,3.95,4.3,862.0,0.06,5,C,-1.0
해파리냉채,생채·무침류,37.0,1.83,0.57,6.6,3.61,0.93,605.33,0.09,5,B,-2.0
햄구이,구이류,177.5,20.27,9.61,2.36,1.65,0.0,755.25,2.96,0,C,3.0
햄버거,빵 및 과자류,212.15,10.08,10.25,19.57,3.31,2.8,387.62,3.65,0,B,-3.0
햄볶음,볶음류,183.0,10.47,11.37,9.6,3.33,1.8,803.0,3.6,1,C,1.0
햄부침,전·적 및 부침류,216.6,14.78,11.8,11.72,0.9,0.58,526.0,2.85,0,C,0.0
햄샌드위치,빵 및 과자류,220.25,6.83,11.38,22.64,2.69,1.8,375.5,4.49,0,C,1.0
햄샐러드,생채·무침류,124.75,4.03,5.44,15.17,5.34,1.42,199.5,1.05,5,A,-7.0
햄전,전·적 및 부침류,220.5,14.87,13.58,8.34,1.02,0.15,515.5,3.61,0,C,1.0
햄채소볶음,볶음류,182.0,8.95,12.48,8.93,5.14,1.85,464.5,2.94,1,B,-3.0
허니브레드,빵 및 과자류,400.67,8.53,19.6,47.44,8.23,2.3,338.33,12.01,0,D,8.0
허브차,음료 및 차류,2.0,0.0,0.02,0.47,0.38,0.3,0.0,0.0,0,C,0.0
현미밥,밥류,120.0,2.25,0.37,25.89,0.1,0.65,1.5,0.1,0,C,-1.0
현미죽,죽 및 스프류,64.0,1.2,0.4,15.2,0.4,0.6,1.0,0.09,0,C,0.0
호떡,빵 및 과자류,147.0,2.7,5.91,20.14,4.76,0.9,2.0,0.86,0,B,-2.0
호밀빵,빵 및 과자류,263.0,8.0,8.0,37.33,2.67,2.3,300.0,0.93,0,B,-4.0
호박 된장국,국 및 탕류,17.0,1.2,0.4,2.17,0.49,0.8,212.0,0.07,0,C,1.0
호박고지볶음,볶음류,104.0,2.4,2.17,20.28,9.98,3.9,911.0,0.32,1,D,4.0
호박나물,나물·숙채류,46.0,0.9,3.06,4.27,1.93,1.7,290.5,0.45,5,B,-4.0
호박볶음,볶음류,30.5,0.85,1.64,3.6,1.7,1.45,189.0,0.24,1,C,-1.0
호박오가리나물무침,나물·숙채류,201.0,6.14,10.01,21.46,6.82,7.0,1849.0,1.65,5,B,-3.0
호박잎 된장국,국 및 탕류,17.0,1.3,0.37,2.53,0.54,1.1,183.0,0.06,0,C,0.0
호박전,전·적 및 부침류,122.75,3.38,7.38,10.47,1.65,2.3,181.0,1.31,0,B,-3.0
호박죽,죽 및 스프류,49.0,1.1,0.22,9.7,3.56,1.5,106.0,0.04,0,C,-1.0
호박찌개,찌개 및 전골류,36.5,1.98,0.93,5.02,1.25,1.3,276.0,0.12,0,C,0.0
혼합잡곡밥,밥류,118.0,2.4,0.34,25.29,0.14,0.85,5.75,0.08,0,C,-1.0
홍어무침,생채·무침류,99.0,8.93,1.32,12.98,7.23,3.4,401.0,0.18,5,A,-10.0
홍어찌개,찌개 및 전골류,51.0,7.7,0.97,3.15,0.79,1.5,84.0,0.17,0,A,-5.0
홍어찜,찜류,41.0,7.2,0.54,1.49,0.29,0.3,267.0,0.09,0,B,-3.0
홍어회무침,생채·무침류,72.0,7.9,1.27,7.72,4.08,1.4,610.5,0.22,5,A,-5.0
홍차,음료 및 차류,2.0,0.23,0.02,0.47,0.38,0.3,0.0,0.0,0,C,0.0
홍합 무국,국 및 탕류,20.33,2.63,0.44,1.34,0.24,0.13,151.0,0.09,0,C,-1.0
홍합 미나리죽,죽 및 스프류,64.0,1.9,0.3,13.12,0.77,0.95,85.0,0.07,0,B,-2.0
홍합 미역국,국 및 탕류,13.0,1.45,0.51,0.9,0.18,0.5,238.0,0.09,0,C,1.0
홍합 소고기죽,죽 및 스프류,113.67,5.4,2.85,15.72,0.59,0.73,86.0,0.82,0,B,-3.0
홍합국(홍합탕),국 및 탕류,17.0,2.8,0.24,0.75,0.04,0.0,110.25,0.06,0,C,-1.0
홍합산적,전·적 및 부침류,196.0,22.23,6.0,13.22,4.17,1.8,900.0,1.04,0,C,2.0
홍합탕,국 및 탕류,29.0,3.68,0.57,2.28,0.45,0.6,303.0,0.14,0,C,0.0
화양적,전·적 및 부침류,155.0,9.72,8.27,10.31,0.98,3.8,523.5,2.02,0,B,-4.0
황태구이,구이류,181.5,22.27,5.74,9.68,4.72,1.2,436.0,0.89,0,B,-3.0
황태콩나물찜,찜류,82.0,10.17,1.99,6.92,1.74,2.5,244.0,0.35,0,A,-6.0
황태해장국,국 및 탕류,30.0,4.08,1.13,0.95,0.25,0.9,256.0,0.18,0,B,-2.0
회냉면,면 및 만두류,80.0,3.4,0.87,14.38,1.43,0.7,294.0,0.2,0,C,0.0
회덮밥,밥류,117.25,5.96,2.46,17.56,2.06,1.1,113.5,0.52,0,B,-4.0
회무침,생채·무침류,89.33,8.98,1.45,10.08,5.81,2.7,343.0,0.3,5,A,-11.0
효모빵,빵 및 과자류,268.75,8.26,3.31,51.99,8.49,2.3,380.0,1.27,0,B,-4.0
훈제오리,구이류,289.0,22.04,20.4,4.34,0.26,0.25,688.0,5.54,0,D,5.0
훠궈,찌개 및 전골류,93.0,4.81,5.11,6.83,1.13,1.8,390.0,0.97,0,B,-2.0
흑미밥,밥류,119.17,2.18,0.23,25.9,0.07,0.55,2.0,0.07,0,C,-1.0
흑임자 죽,죽 및 스프류,83.5,1.65,4.05,10.0,0.45,0.9,144.5,0.4,0,B,-2.0
흰죽,죽 및 스프류,64.0,1.2,0.28,13.49,0.09,0.3,130.0,0.07,0,C,0.0
